,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
225,225,-250000.0,2021-12-13 15:42:50.090557,2021-12-13 15:45:20.503415,0 days 00:02:30.412858,tanh,64,0.4,0.06560707840944284,0.98,0.995,0.06259273653587769,0.3,5,32,small,0.21301567223681175,COMPLETE
226,226,-1096.0,2021-12-13 15:45:20.519276,2021-12-13 15:46:10.434300,0 days 00:00:49.915024,tanh,512,0.2,1.1541632494138257e-06,1.0,0.995,0.09673378755134411,0.6,1,64,small,0.1156607286758352,COMPLETE
227,227,-666.0,2021-12-13 15:46:10.449931,2021-12-13 15:49:08.117167,0 days 00:02:57.667236,tanh,128,0.3,1.6016980886810482e-08,0.99,0.999,0.14973304492686113,0.8,5,16,small,0.19046849052565495,COMPLETE
228,228,-250000.0,2021-12-13 15:49:08.132989,2021-12-13 15:52:17.517957,0 days 00:03:09.384968,tanh,64,0.2,2.613438419747873e-07,0.92,0.9,0.5243712020754793,0.3,20,128,medium,0.9387709361344309,PRUNED
229,229,-988.0,2021-12-13 15:52:17.523836,2021-12-13 15:55:34.424773,0 days 00:03:16.900937,tanh,512,0.1,4.0210890604504306e-08,0.95,0.995,0.408036780870222,2.0,10,32,small,0.30380449931812453,COMPLETE
230,230,-852.0,2021-12-13 15:55:34.440605,2021-12-13 15:57:02.174482,0 days 00:01:27.733877,tanh,64,0.4,0.001166620681717201,0.92,0.95,0.05094936313242263,0.3,1,128,medium,0.9696007856736985,COMPLETE
231,231,-326.0,2021-12-13 15:57:02.190201,2021-12-13 15:59:00.920555,0 days 00:01:58.730354,tanh,512,0.4,3.550601936042873e-07,1.0,0.999,0.018094545654784817,0.6,5,32,small,0.577620536498783,COMPLETE
232,232,-1012.0,2021-12-13 15:59:00.936626,2021-12-13 16:01:03.316134,0 days 00:02:02.379508,tanh,512,0.4,5.852547230310696e-07,1.0,0.999,0.023400678727620142,0.6,5,32,small,0.16441433544614875,COMPLETE
233,233,-928.0,2021-12-13 16:01:03.331763,2021-12-13 16:03:02.363657,0 days 00:01:59.031894,tanh,512,0.4,1.0187719321431702e-08,1.0,0.999,0.037540586031038145,0.6,5,32,small,0.7871911300066675,COMPLETE
234,234,-528.0,2021-12-13 16:03:02.380630,2021-12-13 16:05:02.294550,0 days 00:01:59.913920,tanh,512,0.4,3.448417105605381e-06,1.0,0.98,0.06697633108583065,5.0,5,32,small,0.9020763467450726,COMPLETE
235,235,-1060.0,2021-12-13 16:05:02.310593,2021-12-13 16:23:25.509640,0 days 00:18:23.199047,tanh,128,0.2,2.3227726873987752e-06,0.99,0.999,0.27372029398650716,0.6,20,8,small,0.5278557228159216,COMPLETE
236,236,-768.0,2021-12-13 16:23:25.525756,2021-12-13 16:24:27.132351,0 days 00:01:01.606595,tanh,256,0.3,1.1408065091542203e-05,0.92,0.995,0.014547845718257032,0.7,1,32,small,0.8168645030577846,COMPLETE
237,237,-250000.0,2021-12-13 16:24:27.148058,2021-12-13 16:39:12.488210,0 days 00:14:45.340152,tanh,32,0.2,3.7465613897607893e-05,1.0,0.9999,0.030423673930219216,0.3,20,128,medium,0.8586389027143491,COMPLETE
238,238,-864.0,2021-12-13 16:39:12.505886,2021-12-13 16:40:48.420169,0 days 00:01:35.914283,tanh,64,0.2,7.805563641611599e-07,0.92,0.995,0.0038350910486868992,0.3,5,64,small,0.1782006241140805,COMPLETE
239,239,-1066.0,2021-12-13 16:40:48.436647,2021-12-13 16:42:26.338041,0 days 00:01:37.901394,tanh,128,0.3,2.981564115281143e-08,0.99,0.9,0.11791782843808148,0.8,1,32,medium,0.5959805605728704,COMPLETE
240,240,-250000.0,2021-12-13 16:42:26.354760,2021-12-13 16:43:22.262647,0 days 00:00:55.907887,tanh,512,0.1,0.00036779206843070964,0.92,0.95,0.20409141221112945,0.3,20,256,small,0.21452947920959978,PRUNED
241,241,-1198.0,2021-12-13 16:43:22.268679,2021-12-13 16:50:58.030551,0 days 00:07:35.761872,tanh,256,0.3,1.1781759258502345e-06,0.99,0.9,0.7605496705103599,0.8,10,32,medium,0.7453119985252472,COMPLETE
242,242,-250000.0,2021-12-13 16:50:58.044957,2021-12-13 16:53:24.072022,0 days 00:02:26.027065,tanh,256,0.3,6.0277678421031584e-05,0.99,0.9,0.5620002194998205,0.8,10,32,medium,0.7734761163424742,PRUNED
243,243,-410.0,2021-12-13 16:53:24.078062,2021-12-13 17:00:52.997477,0 days 00:07:28.919415,tanh,64,0.3,9.535263511815559e-07,0.99,0.9,0.6580822700049908,0.8,10,32,medium,0.8212378694725218,COMPLETE
244,244,-250000.0,2021-12-13 17:00:53.013381,2021-12-13 17:03:19.039356,0 days 00:02:26.025975,tanh,256,0.3,4.4377343394889403e-07,0.99,0.9,0.08784895301007674,0.8,10,32,medium,0.7996972177101084,PRUNED
245,245,-1072.0,2021-12-13 17:03:19.045215,2021-12-13 17:07:48.209063,0 days 00:04:29.163848,tanh,256,0.3,6.608190556169737e-07,1.0,0.995,0.047405742949914245,0.3,10,128,medium,0.8823902958065372,COMPLETE
246,246,-332.0,2021-12-13 17:07:48.225004,2021-12-13 17:13:40.986087,0 days 00:05:52.761083,tanh,256,0.2,0.0006201369698818783,0.92,0.995,0.3800543589062959,0.3,20,32,small,0.7028226613252107,COMPLETE
247,247,-808.0,2021-12-13 17:13:41.001831,2021-12-13 17:14:56.858978,0 days 00:01:15.857147,tanh,128,0.4,5.544728188496272e-08,0.99,0.9,0.17094438604627202,1.0,1,512,medium,0.8419734255424804,COMPLETE
248,248,-1176.0,2021-12-13 17:14:56.874659,2021-12-13 17:17:16.607625,0 days 00:02:19.732966,tanh,64,0.2,1.95095952477582e-08,0.92,0.95,0.001306587807798972,0.6,10,128,small,0.2673158528740672,COMPLETE
249,249,-736.0,2021-12-13 17:17:16.623583,2021-12-13 17:27:13.330382,0 days 00:09:56.706799,tanh,512,0.3,1.3484969938616865e-06,1.0,0.995,0.9014817821213403,0.3,20,64,medium,0.19250768698127962,COMPLETE
250,250,-344.0,2021-12-13 17:27:13.346544,2021-12-13 17:28:09.814042,0 days 00:00:56.467498,relu,64,0.2,3.075329635322421e-07,0.95,0.999,0.3268470068968742,0.8,1,32,small,0.3324129493197365,COMPLETE
251,251,-250000.0,2021-12-13 17:28:09.829705,2021-12-13 17:29:09.060130,0 days 00:00:59.230425,tanh,128,0.1,8.639676694578256e-07,0.9,0.995,0.0023531943444729956,0.3,5,128,medium,0.6366513947172106,PRUNED
252,252,-970.0,2021-12-13 17:29:09.066149,2021-12-13 17:32:00.614902,0 days 00:02:51.548753,tanh,256,0.2,6.257670554090106e-06,0.92,0.98,0.47042378790688716,2.0,20,2048,small,0.9113226287831654,COMPLETE
253,253,308.0,2021-12-13 17:32:00.630789,2021-12-13 17:32:57.548747,0 days 00:00:56.917958,tanh,64,0.4,1.0433399169748995e-07,0.99,0.95,0.05598242262207489,0.5,1,32,small,0.13565748958251553,COMPLETE
254,254,0.0,2021-12-13 17:32:57.563204,2021-12-13 17:33:54.767419,0 days 00:00:57.204215,tanh,64,0.4,8.553782011571855e-08,0.92,0.95,0.06264700672279082,0.3,1,32,small,0.1522176361423348,COMPLETE
255,255,-822.0,2021-12-13 17:33:54.783875,2021-12-13 17:34:51.175675,0 days 00:00:56.391800,tanh,64,0.4,1.149910797440959e-07,0.92,0.95,0.06028381718075793,0.5,1,32,small,0.13329841629457118,COMPLETE
256,256,-664.0,2021-12-13 17:34:51.191250,2021-12-13 17:35:40.705420,0 days 00:00:49.514170,tanh,64,0.4,9.567244650668594e-08,0.92,0.95,0.07348362691013458,0.5,1,128,small,0.09061626621927821,COMPLETE
257,257,-804.0,2021-12-13 17:35:40.722558,2021-12-13 17:36:38.079729,0 days 00:00:57.357171,tanh,64,0.4,1.4572058594219354e-07,0.92,0.95,0.05582697098014286,0.5,1,32,small,0.12504774346001205,COMPLETE
258,258,-482.0,2021-12-13 17:36:38.098056,2021-12-13 17:37:28.397896,0 days 00:00:50.299840,tanh,64,0.4,7.784184427031356e-08,0.92,0.95,0.0958415044259194,0.5,1,64,small,0.15466897072528174,COMPLETE
259,259,-738.0,2021-12-13 17:37:28.413597,2021-12-13 17:38:20.900217,0 days 00:00:52.486620,tanh,64,0.4,4.351043338886288e-08,0.8,0.95,0.07019069452132778,0.3,1,128,small,0.1418449206082965,COMPLETE
260,260,-250000.0,2021-12-13 17:38:20.925025,2021-12-13 17:39:22.990367,0 days 00:01:02.065342,tanh,64,0.2,7.636037136415102e-08,0.92,0.95,0.11993122424242969,0.3,1,1024,small,0.18292427863706942,COMPLETE
261,261,-1186.0,2021-12-13 17:39:23.006586,2021-12-13 17:40:20.297953,0 days 00:00:57.291367,tanh,64,0.2,0.00018021887570262194,0.99,0.95,0.04450535785652425,0.3,1,32,small,0.16288070652833744,COMPLETE
262,262,-912.0,2021-12-13 17:40:20.314303,2021-12-13 17:41:12.247827,0 days 00:00:51.933524,tanh,64,0.4,4.973181778638495e-08,0.92,0.95,0.1330127107093209,0.3,1,256,small,0.05209588117342012,COMPLETE
263,263,-296.0,2021-12-13 17:41:12.264285,2021-12-13 17:42:09.839931,0 days 00:00:57.575646,tanh,64,0.1,2.790308687889209e-08,0.92,0.95,0.0905018347566769,0.9,1,32,small,0.20768090237213688,COMPLETE
264,264,-1104.0,2021-12-13 17:42:09.854582,2021-12-13 17:45:17.435632,0 days 00:03:07.581050,tanh,128,0.2,6.308096368407283e-08,0.99,0.995,0.2958092394047093,0.3,20,128,small,0.14462166150022487,COMPLETE
265,265,-992.0,2021-12-13 17:45:17.452208,2021-12-13 17:46:14.156844,0 days 00:00:56.704636,tanh,32,0.2,3.5535394624193435e-08,0.92,0.995,0.23643541802383608,0.3,1,512,small,0.10831806505538619,COMPLETE
266,266,-484.0,2021-12-13 17:46:14.172765,2021-12-13 17:50:55.160413,0 days 00:04:40.987648,tanh,64,0.4,0.0035088093346041884,0.98,0.9999,0.051737744180816315,0.3,20,2048,small,0.16767744308797783,COMPLETE
267,267,-976.0,2021-12-13 17:50:55.176602,2021-12-13 17:51:23.714233,0 days 00:00:28.537631,tanh,8,0.2,2.0770878938893712e-07,0.92,0.99,0.07824580747650509,0.3,1,16,small,0.23437466560419276,PRUNED
268,268,-438.0,2021-12-13 17:51:23.720608,2021-12-13 17:57:20.015726,0 days 00:05:56.295118,tanh,64,0.1,0.001877362163582636,0.99,0.95,0.0007537379073722973,0.5,20,32,small,0.41432117994174206,COMPLETE
269,269,-536.0,2021-12-13 17:57:20.031836,2021-12-13 17:59:19.893134,0 days 00:01:59.861298,tanh,16,0.2,1.0481008094887599e-07,0.92,0.995,0.1546820495011988,0.3,1,64,medium,0.49947232259557717,COMPLETE
270,270,-250000.0,2021-12-13 17:59:19.910182,2021-12-13 18:00:24.200929,0 days 00:01:04.290747,relu,128,0.4,1.4091985241658983e-08,0.95,0.995,0.03174242015751054,0.3,20,128,small,0.2904864906596263,PRUNED
271,271,-250000.0,2021-12-13 18:00:24.206862,2021-12-13 18:01:04.643397,0 days 00:00:40.436535,tanh,64,0.2,2.205675235825516e-08,0.92,0.95,3.4520473205688414e-05,0.3,1,32,medium,0.3555979018016741,PRUNED
272,272,-1192.0,2021-12-13 18:01:04.649478,2021-12-13 18:04:11.071504,0 days 00:03:06.422026,tanh,128,0.2,5.628070252139678e-08,0.99,0.995,0.19708222719485727,0.3,20,128,small,0.44217640068943487,COMPLETE
273,273,-314.0,2021-12-13 18:04:11.088325,2021-12-13 18:05:07.897575,0 days 00:00:56.809250,tanh,64,0.4,0.0007815156329672371,0.92,0.95,0.37011220007847223,0.3,1,32,small,0.20208186059740935,COMPLETE
274,274,-250000.0,2021-12-13 18:05:07.913642,2021-12-13 18:08:17.937190,0 days 00:03:10.023548,tanh,64,0.2,0.00028096006438723455,0.92,0.995,0.10044147073586543,2.0,20,64,medium,0.5415678198409374,PRUNED
275,275,-250000.0,2021-12-13 18:08:17.943284,2021-12-13 18:08:45.167255,0 days 00:00:27.223971,tanh,128,0.1,3.798626059915569e-08,0.99,0.995,0.24314239010206304,5.0,1,32,small,0.2489130032661826,PRUNED
276,276,-1168.0,2021-12-13 18:08:45.173470,2021-12-13 18:23:06.325463,0 days 00:14:21.151993,tanh,32,0.2,3.596525466404287e-07,0.92,0.95,0.06928185185224073,0.3,20,128,medium,0.8640519366829519,COMPLETE
277,277,-748.0,2021-12-13 18:23:06.343401,2021-12-13 18:24:43.314132,0 days 00:01:36.970731,tanh,64,0.3,8.271777531322802e-05,1.0,0.98,0.040097087962704156,0.7,1,8,small,0.470432699871308,COMPLETE
278,278,116.0,2021-12-13 18:24:43.330033,2021-12-13 18:27:48.012217,0 days 00:03:04.682184,tanh,128,0.2,0.0005312041930913367,0.92,0.9999,0.46141012480662713,0.3,20,256,small,0.3176172540541665,COMPLETE
279,279,-250000.0,2021-12-13 18:27:48.028206,2021-12-13 18:30:53.365297,0 days 00:03:05.337091,tanh,64,0.4,1.4288201878754523e-08,0.92,0.9999,0.516844666478542,0.3,20,256,medium,0.339115466028929,PRUNED
280,280,-250000.0,2021-12-13 18:30:53.371428,2021-12-13 18:31:56.940571,0 days 00:01:03.569143,tanh,128,0.2,5.257772804507854e-07,0.92,0.9999,0.4289544838341501,0.3,20,256,small,0.3229142719584216,PRUNED
281,281,-250000.0,2021-12-13 18:31:56.946577,2021-12-13 18:33:17.551074,0 days 00:01:20.604497,tanh,64,0.1,2.4571372853178878e-08,0.92,0.9999,0.3161741528982741,0.3,20,256,small,0.9505324411145712,PRUNED
282,282,-750.0,2021-12-13 18:33:17.556604,2021-12-13 18:40:18.477361,0 days 00:07:00.920757,tanh,512,0.2,8.049441440366185e-08,0.92,0.9999,0.05753255553725695,0.3,20,256,medium,0.37146757791465074,COMPLETE
283,283,-916.0,2021-12-13 18:40:18.493472,2021-12-13 18:44:26.451465,0 days 00:04:07.957993,tanh,64,0.3,1.4712272205536455e-07,0.92,0.9999,0.11674855407811058,0.3,20,256,small,0.1759179571400486,COMPLETE
284,284,-476.0,2021-12-13 18:44:26.467529,2021-12-13 18:58:36.814009,0 days 00:14:10.346480,tanh,128,0.4,3.063085445358429e-08,0.99,0.95,0.42107270530853175,0.3,20,32,medium,0.9148817771531875,COMPLETE
285,285,-250000.0,2021-12-13 18:58:36.830534,2021-12-13 19:00:44.081041,0 days 00:02:07.250507,tanh,8,0.2,0.016401192745234387,0.92,0.95,0.1408991246609078,0.3,1,128,small,0.5242991029180718,COMPLETE
286,286,-250000.0,2021-12-13 19:00:44.097470,2021-12-13 19:02:02.510699,0 days 00:01:18.413229,tanh,64,0.2,1.8610214432760374e-08,0.95,0.9999,0.2648560462042741,0.3,20,512,small,0.3967704326458399,PRUNED
287,287,-1176.0,2021-12-13 19:02:02.516355,2021-12-13 19:03:49.144388,0 days 00:01:46.628033,tanh,512,0.3,4.812915057684878e-08,0.9,0.98,0.18268164879558005,0.3,1,32,medium,0.8827946874440795,COMPLETE
288,288,-250000.0,2021-12-13 19:03:49.164697,2021-12-13 19:05:05.928859,0 days 00:01:16.764162,tanh,64,0.1,0.0004713740099541003,0.92,0.95,0.07930277048234323,0.5,20,2048,small,0.12257874126027882,PRUNED
289,289,-250000.0,2021-12-13 19:05:05.934938,2021-12-13 19:05:33.982405,0 days 00:00:28.047467,tanh,32,0.2,1.0363363832366646e-08,0.99,0.9,8.006178301668185e-05,1.0,1,128,small,0.19199736711866927,PRUNED
290,290,-250000.0,2021-12-13 19:05:33.989039,2021-12-13 19:10:00.320887,0 days 00:04:26.331848,relu,128,0.4,2.659255865642593e-07,0.8,0.995,0.3407297027555137,0.9,20,32,medium,0.557542480254827,PRUNED
291,291,-1210.0,2021-12-13 19:10:00.327058,2021-12-13 19:10:54.432328,0 days 00:00:54.105270,tanh,64,0.2,4.287911362036173e-07,0.92,0.99,0.5668358497459202,0.3,1,1024,small,0.14444158034153706,COMPLETE
292,292,-250000.0,2021-12-13 19:10:54.448677,2021-12-13 19:17:54.925945,0 days 00:07:00.477268,tanh,16,0.3,6.483805453259833e-07,0.92,0.95,0.05953720255632417,0.6,20,32,medium,0.30577026632996607,PRUNED
293,293,-1634.0,2021-12-13 19:17:54.932324,2021-12-13 19:18:12.757876,0 days 00:00:17.825552,tanh,128,0.2,0.0008943918238100596,0.99,0.995,0.09461939970604173,0.3,1,128,small,0.16497658912527063,PRUNED
294,294,-1096.0,2021-12-13 19:18:12.764144,2021-12-13 19:24:10.328147,0 days 00:05:57.564003,tanh,256,0.4,5.7933741399435315e-08,0.92,0.995,0.0455799748217479,0.3,20,32,small,0.9799582596613929,COMPLETE
295,295,-8.0,2021-12-13 19:24:10.346167,2021-12-13 19:25:26.625023,0 days 00:01:16.278856,tanh,512,0.1,1.868320311427474e-07,0.92,0.95,0.21203124811931165,0.3,1,256,medium,0.21771506084123965,COMPLETE
296,296,-888.0,2021-12-13 19:25:26.641522,2021-12-13 19:33:23.192204,0 days 00:07:56.550682,tanh,512,0.1,1.7883269828115373e-07,0.98,0.95,0.16251469493311646,0.3,20,128,medium,0.23475728047730837,COMPLETE
297,297,-908.0,2021-12-13 19:33:23.208482,2021-12-13 19:35:00.795966,0 days 00:01:37.587484,tanh,512,0.1,1.7020224727164318e-07,0.92,0.95,0.22222686126384217,0.8,1,32,medium,0.2065211380040201,COMPLETE
298,298,-144.0,2021-12-13 19:35:00.813125,2021-12-13 19:42:59.066284,0 days 00:07:58.253159,tanh,512,0.1,1.0557558647215692e-07,0.99,0.95,0.12082274774647236,0.3,20,128,medium,0.18347917361340874,COMPLETE
299,299,-574.0,2021-12-13 19:42:59.082838,2021-12-13 19:44:15.940094,0 days 00:01:16.857256,tanh,512,0.1,1.275996376884271e-07,0.99,0.95,0.12752229214450014,0.6,1,128,medium,0.18811307663695817,COMPLETE
300,300,-250000.0,2021-12-13 19:44:15.962182,2021-12-13 19:46:50.346079,0 days 00:02:34.383897,tanh,512,0.1,9.632015928541897e-08,0.99,0.95,0.1866478850994223,0.3,20,128,medium,0.22401908800589,PRUNED
301,301,-1752.0,2021-12-13 19:46:50.352325,2021-12-13 19:48:12.348726,0 days 00:01:21.996401,tanh,512,0.1,9.789099551020242e-08,0.99,0.9999,0.1131387738128651,0.3,1,128,medium,0.1683306063672963,COMPLETE
302,302,-344.0,2021-12-13 19:48:12.365137,2021-12-13 19:56:10.253643,0 days 00:07:57.888506,tanh,512,0.1,7.704309701373468e-08,0.99,0.95,0.16829595935314215,0.3,20,128,medium,0.20374442428579906,COMPLETE
303,303,-1464.0,2021-12-13 19:56:10.270066,2021-12-13 19:57:32.026059,0 days 00:01:21.755993,tanh,512,0.1,1.217086833079868e-07,0.99,0.999,0.252983426868764,0.5,10,128,medium,0.21154315771875323,PRUNED
304,304,-744.0,2021-12-13 19:57:32.032318,2021-12-13 19:59:36.159391,0 days 00:02:04.127073,tanh,512,0.1,2.946436060634224e-07,0.99,0.995,0.03676502520215179,0.3,1,16,medium,0.1491960802686868,COMPLETE
305,305,444.0,2021-12-13 19:59:36.176320,2021-12-13 20:06:34.110980,0 days 00:06:57.934660,tanh,512,0.1,2.0360146427577877e-07,0.95,0.95,0.13915483670886716,0.8,20,256,medium,0.19118419747177445,COMPLETE
306,306,-250000.0,2021-12-13 20:06:34.127558,2021-12-13 20:08:46.947747,0 days 00:02:12.820189,tanh,512,0.1,2.062069788664645e-07,0.95,0.95,0.12520243280672633,0.8,20,256,medium,0.1843547413708778,PRUNED
307,307,-250000.0,2021-12-13 20:08:46.954439,2021-12-13 20:10:59.563873,0 days 00:02:12.609434,tanh,512,0.1,1.8717663711645948e-07,0.95,0.95,0.13579176807898352,0.8,20,256,medium,0.16623942670662048,PRUNED
308,308,-250000.0,2021-12-13 20:10:59.570338,2021-12-13 20:13:11.406218,0 days 00:02:11.835880,tanh,512,0.1,2.984102212945272e-07,0.95,0.95,0.10252315070899676,0.8,20,256,medium,0.25230760691932613,PRUNED
309,309,-247526.0,2021-12-13 20:13:11.412481,2021-12-13 20:15:21.689994,0 days 00:02:10.277513,tanh,512,0.1,1.1808609254253463e-07,0.95,0.95,0.00025556317713266725,0.8,20,256,medium,0.09978386817797301,PRUNED
310,310,-816.0,2021-12-13 20:15:21.696202,2021-12-13 20:22:18.558711,0 days 00:06:56.862509,tanh,512,0.1,1.3891344254487333e-07,0.95,0.95,0.2069067947396508,0.8,20,256,medium,0.22358000248250165,COMPLETE
311,311,-1136.0,2021-12-13 20:22:18.575788,2021-12-13 20:24:14.079322,0 days 00:01:55.503534,relu,512,0.1,1.9670007221323205e-07,0.99,0.98,0.15158976161879897,0.6,20,512,medium,0.06773899550047446,PRUNED
312,312,-250000.0,2021-12-13 20:24:14.085714,2021-12-13 20:26:27.167441,0 days 00:02:13.081727,tanh,512,0.1,4.231606423843485e-07,0.95,0.95,0.06886303489180426,5.0,20,256,medium,0.18410503994162353,PRUNED
313,313,-1192.0,2021-12-13 20:26:27.173894,2021-12-13 20:34:09.154892,0 days 00:07:41.980998,tanh,256,0.1,6.891006795164646e-08,0.99,0.95,0.09949104870523034,0.8,20,2048,medium,0.3160024337198941,COMPLETE
314,314,-250000.0,2021-12-13 20:34:09.172017,2021-12-13 20:36:37.986725,0 days 00:02:28.814708,tanh,512,0.4,0.0014280869971252026,0.99,0.999,0.0275757274542617,0.6,10,32,medium,0.146434965915163,PRUNED
315,315,-982.0,2021-12-13 20:36:37.992985,2021-12-13 21:15:39.768655,0 days 00:39:01.775670,tanh,32,0.1,0.00013088062373234108,1.0,0.9999,0.05427992751421107,0.7,20,8,medium,0.27128770920224116,COMPLETE
316,316,-272.0,2021-12-13 21:15:39.784929,2021-12-13 21:22:37.024456,0 days 00:06:57.239527,tanh,512,0.4,2.691122133613649e-07,0.99,0.95,0.1572325526792575,0.3,20,256,medium,0.13168182772263953,COMPLETE
317,317,-1056.0,2021-12-13 21:22:37.041506,2021-12-13 21:36:55.245568,0 days 00:14:18.204062,tanh,64,0.1,1.454083426208782e-07,0.9,0.95,0.07522454511072235,0.8,20,32,medium,0.35182313690186107,COMPLETE
318,318,-884.0,2021-12-13 21:36:55.261648,2021-12-13 21:39:31.606213,0 days 00:02:36.344565,tanh,256,0.4,0.0022583241870580044,0.8,0.995,0.21832893400263617,0.3,20,512,small,0.2057495757602149,COMPLETE
319,319,-368.0,2021-12-13 21:39:31.622876,2021-12-13 21:41:55.480635,0 days 00:02:23.857759,tanh,64,0.1,0.0005021486160355315,0.95,0.95,0.0010181797189582683,1.0,10,128,small,0.23686313972633896,COMPLETE
320,320,-250000.0,2021-12-13 21:41:55.496898,2021-12-13 21:46:23.077673,0 days 00:04:27.580775,tanh,512,0.4,0.006871963391977043,1.0,0.999,0.2699096307411039,0.3,20,32,medium,0.1758817178971408,PRUNED
321,321,-250000.0,2021-12-13 21:46:23.083966,2021-12-13 21:46:46.316575,0 days 00:00:23.232609,tanh,64,0.1,9.256953750278415e-08,0.99,0.98,0.11477590313490135,0.5,1,2048,small,0.1962780955920146,PRUNED
322,322,-250000.0,2021-12-13 21:46:46.323060,2021-12-13 21:56:29.308929,0 days 00:09:42.985869,tanh,8,0.4,2.0989086536021947e-07,0.92,0.995,0.1840571442883997,0.3,20,1024,medium,0.9396272620624475,PRUNED
323,323,-816.0,2021-12-13 21:56:29.314985,2021-12-13 21:57:36.585820,0 days 00:01:07.270835,tanh,64,0.1,6.250624657140337e-08,0.99,0.9999,0.0854279001564453,0.3,1,128,small,0.3897579784062017,COMPLETE
324,324,-738.0,2021-12-13 21:57:36.603516,2021-12-13 22:03:31.571455,0 days 00:05:54.967939,tanh,256,0.2,4.7660295095747326e-07,0.92,0.95,0.06413114065154686,0.6,20,32,small,0.8380524493562707,COMPLETE
325,325,-714.0,2021-12-13 22:03:31.588644,2021-12-13 22:04:51.316109,0 days 00:01:19.727465,tanh,512,0.4,3.469967986574097e-07,0.98,0.995,0.044579521584787736,0.9,1,128,medium,0.12282741182881923,COMPLETE
326,326,-250000.0,2021-12-13 22:04:51.332754,2021-12-13 22:06:50.003323,0 days 00:01:58.670569,tanh,64,0.3,4.0161546052984935e-08,1.0,0.99,0.14005777364221766,0.8,20,32,small,0.15765635931397332,PRUNED
327,327,-104.0,2021-12-13 22:06:50.009886,2021-12-13 22:14:33.560084,0 days 00:07:43.550198,tanh,32,0.2,7.900649922373734e-07,0.92,0.95,0.3216999286712428,0.3,10,256,medium,0.006996269617959738,COMPLETE
328,328,-250000.0,2021-12-13 22:14:33.576224,2021-12-13 22:22:37.045091,0 days 00:08:03.468867,tanh,32,0.2,0.09567699781420373,0.92,0.95,0.003390965902100766,0.3,10,256,medium,0.03964843888293518,COMPLETE
329,329,-250000.0,2021-12-13 22:22:37.061218,2021-12-13 22:23:42.189643,0 days 00:01:05.128425,tanh,32,0.1,8.502766832691499e-07,0.99,0.95,0.006143658433158953,0.3,10,256,small,0.432668035228678,PRUNED
330,330,-982.0,2021-12-13 22:23:42.195954,2021-12-13 22:27:25.164114,0 days 00:03:42.968160,tanh,32,0.4,7.049763926015129e-07,0.92,0.95,0.21595794680304525,0.3,10,256,small,0.007177338346458794,COMPLETE
331,331,88.0,2021-12-13 22:27:25.181346,2021-12-13 22:34:56.717834,0 days 00:07:31.536488,relu,32,0.2,5.082398348435849e-07,0.95,0.95,0.2787095998485311,0.3,10,256,medium,0.08544224815831063,COMPLETE
332,332,-386.0,2021-12-13 22:34:56.734039,2021-12-13 22:38:18.607017,0 days 00:03:21.872978,relu,32,0.2,1.3429949174989204e-06,1.0,0.95,0.2654676191142038,0.8,10,256,small,0.042783467715929356,COMPLETE
333,333,-250000.0,2021-12-13 22:38:18.624860,2021-12-13 22:40:47.846968,0 days 00:02:29.222108,relu,32,0.2,5.258932247279758e-07,0.95,0.95,0.3317576601070919,0.6,10,256,medium,0.009747749734620795,PRUNED
334,334,-750.0,2021-12-13 22:40:47.853767,2021-12-13 22:44:10.873630,0 days 00:03:23.019863,relu,32,0.2,5.830619143258561e-07,0.95,0.95,0.293008007263396,0.3,10,256,small,0.02309911110266802,COMPLETE
335,335,-936.0,2021-12-13 22:44:10.890669,2021-12-13 22:52:07.928291,0 days 00:07:57.037622,relu,32,0.2,1.7309892165093098e-06,0.95,0.999,0.38735868794112494,0.3,10,256,medium,0.06911916638135931,COMPLETE
336,336,-250000.0,2021-12-13 22:52:07.945038,2021-12-13 22:53:17.160244,0 days 00:01:09.215206,relu,32,0.2,8.037199062340147e-07,0.95,0.9999,0.0005806285232637863,0.3,10,256,small,0.07662069689599982,PRUNED
337,337,-144.0,2021-12-13 22:53:17.166672,2021-12-13 22:56:41.631198,0 days 00:03:24.464526,tanh,32,0.2,3.887991381912705e-07,0.95,0.95,0.24537490550350322,0.3,10,256,small,0.9028578209471579,COMPLETE
338,338,-250000.0,2021-12-13 22:56:41.647427,2021-12-13 22:58:04.476682,0 days 00:01:22.829255,relu,256,0.2,1.097239275302855e-06,0.92,0.95,0.4466431350578328,0.5,10,256,medium,0.09531000727521492,PRUNED
339,339,-1040.0,2021-12-13 22:58:04.483400,2021-12-13 22:59:11.129088,0 days 00:01:06.645688,relu,32,0.3,4.017712725022538e-07,0.95,0.98,0.009231086893911281,0.8,10,32,small,0.05998333660698027,PRUNED
340,340,-24.0,2021-12-13 22:59:11.136056,2021-12-13 23:11:21.820118,0 days 00:12:10.684062,tanh,32,0.2,2.4465328593256296e-07,0.92,0.95,0.0004388026621345702,0.3,10,16,medium,0.9997738253817272,COMPLETE
