,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
341,341,-760.0,2021-12-13 23:11:21.852030,2021-12-13 23:23:05.417650,0 days 00:11:43.565620,tanh,32,0.2,2.2602295808702498e-07,0.92,0.95,0.03456871589520104,0.3,10,16,medium,0.9547083750180015,COMPLETE
342,342,-250000.0,2021-12-13 23:23:05.434680,2021-12-13 23:26:46.583561,0 days 00:03:41.148881,tanh,32,0.2,3.843245163153533e-07,0.92,0.95,0.02225113808710773,0.6,10,16,medium,0.9312365164950803,PRUNED
343,343,-250000.0,2021-12-13 23:26:46.589608,2021-12-13 23:29:13.485397,0 days 00:02:26.895789,tanh,32,0.4,2.5738277008281556e-07,1.0,0.95,0.0002080828382450439,5.0,10,32,medium,0.9876638667787867,PRUNED
344,344,-250000.0,2021-12-13 23:29:13.491740,2021-12-13 23:31:37.311382,0 days 00:02:23.819642,tanh,32,0.3,6.160245670269974e-07,0.92,0.95,0.0004727084790013123,0.7,10,256,medium,0.9761892932550876,PRUNED
345,345,-1232.0,2021-12-13 23:31:37.317707,2021-12-13 23:43:22.674719,0 days 00:11:45.357012,tanh,32,0.2,9.16590018752163e-07,0.95,0.95,0.0014210767653094207,0.3,10,16,medium,0.9819196018045387,COMPLETE
346,346,-1222.0,2021-12-13 23:43:22.692590,2021-12-13 23:55:03.140887,0 days 00:11:40.448297,relu,16,0.4,2.9100178062097324e-07,0.92,0.95,0.00039947889874907195,0.3,10,16,medium,0.993852924612778,COMPLETE
347,347,-826.0,2021-12-13 23:55:03.155674,2021-12-13 23:56:19.941680,0 days 00:01:16.786006,tanh,32,0.2,5.007131091712887e-07,0.9,0.95,0.0018777424611587208,0.8,5,512,medium,0.10626631475201034,PRUNED
348,348,-250000.0,2021-12-13 23:56:19.948332,2021-12-14 00:00:01.030192,0 days 00:03:41.081860,tanh,256,0.3,0.011727426785234136,1.0,0.999,0.18555691013476755,0.3,10,16,medium,0.8122795424885396,PRUNED
349,349,-249586.0,2021-12-14 00:00:01.036749,2021-12-14 00:02:26.661871,0 days 00:02:25.625122,tanh,32,0.2,1.6155699819882893e-07,0.92,0.9999,0.00010844580755922545,0.3,10,32,medium,0.9959505542893771,PRUNED
350,350,-808.0,2021-12-14 00:02:26.668218,2021-12-14 00:06:41.751005,0 days 00:04:15.082787,tanh,256,0.4,3.086114498055842e-07,0.92,0.95,0.0007599302664044404,0.6,5,32,medium,0.025705172533325375,COMPLETE
351,351,-1392.0,2021-12-14 00:06:41.767646,2021-12-14 00:15:12.055938,0 days 00:08:30.288292,tanh,32,0.2,6.773791856606585e-07,0.8,0.9,0.04571474764606251,0.3,10,2048,medium,0.8647440053605674,COMPLETE
352,352,-250000.0,2021-12-14 00:15:12.072689,2021-12-14 00:16:01.160587,0 days 00:00:49.087898,tanh,512,0.3,3.7534085640979253e-07,0.92,0.95,0.00033015026041323343,1.0,1,16,medium,0.968230151193157,PRUNED
353,353,356.0,2021-12-14 00:16:01.166755,2021-12-14 00:18:53.377867,0 days 00:02:52.211112,tanh,8,0.2,1.3260550012463955e-08,0.95,0.95,0.05615467768240369,0.3,1,256,medium,0.4868200615051244,COMPLETE
354,354,-1030.0,2021-12-14 00:18:53.394298,2021-12-14 00:21:44.884451,0 days 00:02:51.490153,tanh,8,0.4,1.2179833232466732e-08,0.95,0.95,0.07119706254105637,0.8,1,256,medium,0.511130367185952,COMPLETE
355,355,-250000.0,2021-12-14 00:21:44.901432,2021-12-14 00:23:24.000953,0 days 00:01:39.099521,tanh,8,0.2,1.1101410027808662e-08,0.95,0.95,0.06010287488593785,0.3,5,256,small,0.466462568724973,PRUNED
356,356,-1192.0,2021-12-14 00:23:24.007107,2021-12-14 00:43:20.272024,0 days 00:19:56.264917,tanh,8,0.2,1.5126528612883546e-08,0.95,0.95,0.05345181863664082,0.9,10,256,medium,0.5801140963664143,COMPLETE
357,357,-250000.0,2021-12-14 00:43:20.290562,2021-12-14 00:43:57.876151,0 days 00:00:37.585589,tanh,8,0.4,1.699970097346107e-08,0.95,0.95,1.8803710612673715e-05,0.5,1,256,small,0.41410335066449117,PRUNED
358,358,-250000.0,2021-12-14 00:43:57.882364,2021-12-14 00:44:56.759705,0 days 00:00:58.877341,tanh,8,0.3,2.0407295616343154e-08,0.95,0.95,0.03704207869147139,0.3,1,256,medium,0.49392671540789757,PRUNED
359,359,-250000.0,2021-12-14 00:44:56.765964,2021-12-14 00:47:57.772423,0 days 00:03:01.006459,tanh,8,0.2,2.4509350101559373e-08,0.95,0.95,0.08799937778238454,0.3,10,8,small,0.45168932672264306,PRUNED
360,360,-728.0,2021-12-14 00:47:57.778863,2021-12-14 00:48:59.366119,0 days 00:01:01.587256,tanh,256,0.2,1.079216950170842e-06,1.0,0.98,0.06021065686999703,0.6,1,32,small,0.9188942389085936,COMPLETE
361,361,-1162.0,2021-12-14 00:48:59.382437,2021-12-14 00:53:11.912250,0 days 00:04:12.529813,relu,32,0.4,0.03455212703659537,0.98,0.95,0.0025740894753753757,0.3,5,256,medium,0.5542127104043797,COMPLETE
362,362,-250000.0,2021-12-14 00:53:11.928430,2021-12-14 00:56:17.135672,0 days 00:03:05.207242,tanh,16,0.2,2.0288080069150543e-07,1.0,0.99,0.09630489466396515,0.8,20,32,small,0.529938156961045,PRUNED
363,363,-580.0,2021-12-14 00:56:17.142132,2021-12-14 01:00:19.008604,0 days 00:04:01.866472,tanh,512,0.3,1.0408874841987407e-08,0.95,0.999,0.04371285207100187,0.3,10,256,medium,0.0883401002871782,COMPLETE
364,364,460.0,2021-12-14 01:00:19.025077,2021-12-14 01:01:16.287347,0 days 00:00:57.262270,tanh,128,0.2,5.773457224999582e-07,0.99,0.9999,0.14259361449363742,0.3,1,32,small,0.9521117163887632,COMPLETE
365,365,-864.0,2021-12-14 01:01:16.303571,2021-12-14 01:02:16.726451,0 days 00:01:00.422880,tanh,128,0.2,2.175454599279643e-05,0.99,0.9999,0.17084414223419134,0.3,1,32,small,0.954773314219407,COMPLETE
366,366,-250000.0,2021-12-14 01:02:16.742671,2021-12-14 01:03:21.850875,0 days 00:01:05.108204,tanh,512,0.2,7.704044182160747e-07,0.95,0.9999,0.15008375742897717,0.3,1,512,small,0.9596576000775239,COMPLETE
367,367,-250000.0,2021-12-14 01:03:21.867435,2021-12-14 01:03:46.157324,0 days 00:00:24.289889,tanh,128,0.2,1.5216084132930851e-06,1.0,0.9999,0.030132618358425865,0.3,1,256,small,0.9246874890412217,PRUNED
368,368,-336.0,2021-12-14 01:03:46.163758,2021-12-14 01:04:45.249076,0 days 00:00:59.085318,tanh,128,0.2,5.300785865750529e-07,0.99,0.9999,0.05096316089646659,0.3,1,32,small,0.4805993997101038,COMPLETE
369,369,-250000.0,2021-12-14 01:04:45.265538,2021-12-14 01:05:09.145131,0 days 00:00:23.879593,tanh,128,0.2,1.5217938401897004e-08,0.92,0.9999,0.20443382080256692,0.3,1,1024,small,0.9371374602706933,PRUNED
370,370,-250000.0,2021-12-14 01:05:09.151541,2021-12-14 01:05:33.077880,0 days 00:00:23.926339,tanh,128,0.2,0.00019993232575229154,0.95,0.9999,0.07633381049808002,0.3,1,2048,small,0.40466094666890573,PRUNED
371,371,-284.0,2021-12-14 01:05:33.084062,2021-12-14 01:06:31.473164,0 days 00:00:58.389102,tanh,128,0.1,7.510635288197242e-07,0.92,0.95,0.13010236358843089,0.3,1,32,small,0.9652875840665053,COMPLETE
372,372,-584.0,2021-12-14 01:06:31.490279,2021-12-14 01:09:36.989416,0 days 00:03:05.499137,tanh,128,0.2,2.8572575143511618e-08,0.99,0.95,0.2231272389957762,0.3,20,256,small,0.8991742311953816,COMPLETE
373,373,-197414.0,2021-12-14 01:09:37.005776,2021-12-14 01:10:01.934064,0 days 00:00:24.928288,relu,32,0.4,5.445197542939163e-07,1.0,0.9999,0.001108534027122845,0.6,1,32,small,0.12941594158655642,PRUNED
374,374,-1092.0,2021-12-14 01:10:01.940443,2021-12-14 01:28:18.625114,0 days 00:18:16.684671,tanh,8,0.2,9.748906054041555e-07,0.92,0.95,0.17433152444513716,0.3,20,32,small,0.25657040398554093,COMPLETE
375,375,-1466.0,2021-12-14 01:28:18.641349,2021-12-14 01:38:07.500212,0 days 00:09:48.858863,tanh,512,0.1,2.4590454994143216e-07,0.99,0.999,0.004818453244981639,0.3,20,16,small,0.9707984597252228,COMPLETE
376,376,-804.0,2021-12-14 01:38:07.517288,2021-12-14 01:38:58.117536,0 days 00:00:50.600248,tanh,128,0.2,1.6820459426114223e-08,0.92,0.95,0.09885039233847952,0.5,1,256,small,0.9945890212591052,COMPLETE
377,377,-864.0,2021-12-14 01:38:58.132334,2021-12-14 01:40:57.664084,0 days 00:01:59.531750,tanh,32,0.4,4.4485465395449645e-07,0.95,0.95,0.06536670154168016,0.3,5,32,small,0.34262553731667367,COMPLETE
378,378,-136.0,2021-12-14 01:40:57.680168,2021-12-14 01:43:32.762767,0 days 00:02:35.082599,tanh,512,0.2,2.289740660786827e-06,0.9,0.98,0.0002661003583851701,5.0,20,256,small,0.37320123567009456,COMPLETE
379,379,-320.0,2021-12-14 01:43:32.780189,2021-12-14 01:44:25.494764,0 days 00:00:52.714575,tanh,128,0.1,2.5684152241522504e-08,0.8,0.95,0.2774246071313811,0.7,1,512,small,0.9474298444662052,COMPLETE
380,380,-792.0,2021-12-14 01:44:25.509574,2021-12-14 01:50:19.407239,0 days 00:05:53.897665,tanh,512,0.2,6.430711861213003e-07,1.0,0.9999,0.04102588337055068,0.3,20,32,small,0.2221493284537794,COMPLETE
381,381,-250000.0,2021-12-14 01:50:19.423962,2021-12-14 01:50:56.614050,0 days 00:00:37.190088,tanh,32,0.4,5.5902694307980915e-05,0.92,0.95,0.13936848861114204,0.6,1,2048,medium,0.2871063111963261,PRUNED
382,382,-422.0,2021-12-14 01:50:56.619582,2021-12-14 01:56:51.215663,0 days 00:05:54.596081,tanh,512,0.2,1.0844185694288378e-06,0.99,0.95,0.00013856646938102237,0.3,20,32,small,0.4313415027710175,COMPLETE
383,383,-392.0,2021-12-14 01:56:51.234397,2021-12-14 01:59:45.655433,0 days 00:02:54.421036,tanh,128,0.1,2.8861417581318037e-07,0.92,0.999,0.08007078823464372,0.3,1,8,medium,0.533541560971729,COMPLETE
384,384,-398.0,2021-12-14 01:59:45.671664,2021-12-14 02:03:46.581747,0 days 00:04:00.910083,relu,64,0.2,1.319862932764171e-07,0.95,0.95,0.2072000216974368,0.3,20,256,small,0.5101797840473505,COMPLETE
385,385,26.0,2021-12-14 02:03:46.596699,2021-12-14 02:07:59.324575,0 days 00:04:12.727876,tanh,32,0.4,3.536768429172679e-08,0.92,0.9999,0.052080090062568474,0.3,5,32,medium,0.8969358991484211,COMPLETE
386,386,-110.0,2021-12-14 02:07:59.342276,2021-12-14 02:13:04.187402,0 days 00:05:04.845126,tanh,8,0.4,3.651446848024573e-08,1.0,0.9999,0.03363941018894311,1.0,5,32,small,0.8910553955023235,COMPLETE
387,387,-1038.0,2021-12-14 02:13:04.203836,2021-12-14 02:17:17.722409,0 days 00:04:13.518573,tanh,512,0.4,3.4620348024269426e-08,0.98,0.9999,0.06093744562405435,0.3,5,32,medium,0.9059093430151596,COMPLETE
388,388,-800.0,2021-12-14 02:17:17.739958,2021-12-14 02:18:17.851265,0 days 00:01:00.111307,tanh,64,0.4,2.0357702802196046e-08,0.99,0.9999,0.04936142663924582,0.6,1,32,small,0.9370763579762705,COMPLETE
389,389,-744.0,2021-12-14 02:18:17.867565,2021-12-14 02:20:16.837347,0 days 00:01:58.969782,tanh,128,0.4,1.2908431006798878e-08,0.92,0.9999,0.04555228252457785,0.3,5,32,small,0.910097312205612,COMPLETE
390,390,-250000.0,2021-12-14 02:20:16.854463,2021-12-14 02:21:44.409373,0 days 00:01:27.554910,tanh,32,0.4,2.5188151298937467e-08,0.92,0.9999,0.10302398339973542,0.9,5,32,medium,0.6091480974336047,PRUNED
391,391,-632.0,2021-12-14 02:21:44.415898,2021-12-14 02:24:44.083720,0 days 00:02:59.667822,tanh,16,0.4,0.0034481142258591083,0.99,0.9999,0.028065977934776297,0.3,5,32,small,0.8790841297636378,COMPLETE
392,392,-352.0,2021-12-14 02:24:44.100118,2021-12-14 02:28:57.388703,0 days 00:04:13.288585,tanh,512,0.4,5.495051016549899e-08,0.95,0.9999,0.055345795262413136,0.5,5,32,medium,0.9289703005737262,COMPLETE
393,393,-1112.0,2021-12-14 02:28:57.404853,2021-12-14 02:29:50.952378,0 days 00:00:53.547525,tanh,64,0.1,4.5497697834220026e-08,1.0,0.98,0.08588751249017236,0.3,5,16,small,0.8558652847012458,PRUNED
394,394,-564.0,2021-12-14 02:29:50.958780,2021-12-14 02:43:55.905288,0 days 00:14:04.946508,tanh,128,0.4,0.004577112385259539,0.92,0.99,0.016226863864140073,0.3,20,32,medium,0.9999279636372744,COMPLETE
395,395,-250000.0,2021-12-14 02:43:55.922288,2021-12-14 02:45:52.360829,0 days 00:01:56.438541,tanh,64,0.1,1.6865123341554408e-07,0.99,0.999,0.0703173939928232,0.3,20,32,small,0.8946967127750665,PRUNED
396,396,-250000.0,2021-12-14 02:45:52.367229,2021-12-14 02:46:24.903793,0 days 00:00:32.536564,relu,512,0.4,3.259056161667384e-08,0.92,0.9999,0.0408879351690392,0.6,1,512,medium,0.24202169904831083,PRUNED
397,397,-250000.0,2021-12-14 02:46:24.910192,2021-12-14 02:48:41.246214,0 days 00:02:16.336022,tanh,32,0.4,1.0051198368465904e-08,0.95,0.995,0.01220708445057477,0.3,5,1024,small,0.4626624307562296,COMPLETE
398,398,-250000.0,2021-12-14 02:48:41.262933,2021-12-14 02:53:05.510542,0 days 00:04:24.247609,tanh,64,0.1,1.9717876623571847e-08,0.92,0.995,0.1521707510340282,0.3,20,32,medium,0.48727528072289217,PRUNED
399,399,-250000.0,2021-12-14 02:53:05.517120,2021-12-14 02:54:31.799194,0 days 00:01:26.282074,tanh,128,0.4,0.054372185341243516,1.0,0.9999,0.12713440760034403,0.3,1,2048,small,0.5674094848196172,COMPLETE
400,400,-856.0,2021-12-14 02:54:31.816117,2021-12-14 03:08:35.616949,0 days 00:14:03.800832,tanh,512,0.1,8.280786354547216e-08,0.99,0.999,0.05307630898544722,0.3,20,32,medium,0.36004482388771364,COMPLETE
401,401,-876.0,2021-12-14 03:08:35.633393,2021-12-14 03:09:33.303539,0 days 00:00:57.670146,tanh,64,0.2,2.436989948716812e-07,0.92,0.95,0.1069100818694839,0.6,1,32,small,0.6617639542970607,COMPLETE
402,402,-308.0,2021-12-14 03:09:33.320830,2021-12-14 03:27:50.792405,0 days 00:18:17.471575,tanh,8,0.2,0.00014371174726448042,0.92,0.98,0.07389529538154171,0.3,20,16,small,0.15217478314126753,COMPLETE
403,403,-250000.0,2021-12-14 03:27:50.809134,2021-12-14 03:29:18.565129,0 days 00:01:27.755995,tanh,32,0.4,0.0010656019686634305,0.9,0.995,0.0006511905116026636,0.3,5,32,medium,0.8808762132896355,PRUNED
404,404,-356.0,2021-12-14 03:29:18.571540,2021-12-14 03:30:15.327612,0 days 00:00:56.756072,tanh,128,0.1,4.067036934115669e-07,0.99,0.95,0.03327766211210946,0.5,1,32,small,0.11538324911259323,COMPLETE
405,405,-250000.0,2021-12-14 03:30:15.342460,2021-12-14 03:34:39.784092,0 days 00:04:24.441632,tanh,512,0.2,1.3299741885372486e-08,0.95,0.9999,0.18594378236172857,5.0,20,32,medium,0.9164862916455296,PRUNED
406,406,-250000.0,2021-12-14 03:34:39.790944,2021-12-14 03:35:04.820518,0 days 00:00:25.029574,tanh,64,0.4,1.998530212486289e-08,1.0,0.95,0.000437850647833865,0.3,1,512,small,0.9491895842319685,PRUNED
407,407,-1184.0,2021-12-14 03:35:04.827020,2021-12-14 03:37:25.411982,0 days 00:02:20.584962,relu,512,0.2,0.02382781130703554,0.92,0.995,0.057860665367606166,0.3,20,128,medium,0.38560674238806014,PRUNED
408,408,-864.0,2021-12-14 03:37:25.418474,2021-12-14 03:38:21.923888,0 days 00:00:56.505414,tanh,128,0.1,4.3927332463684014e-08,0.99,0.95,0.022958283775638844,0.3,1,32,small,0.5464529637064565,COMPLETE
409,409,-250000.0,2021-12-14 03:38:21.940316,2021-12-14 03:42:03.416384,0 days 00:03:41.476068,tanh,32,0.2,1.1707477029959445e-07,0.8,0.999,0.08892157969082194,0.7,20,2048,medium,0.2131067610852021,PRUNED
410,410,-486.0,2021-12-14 03:42:03.422855,2021-12-14 03:44:02.451399,0 days 00:01:59.028544,tanh,64,0.4,0.0015833399149049923,0.92,0.95,0.11551466730818703,0.6,5,32,small,0.9716816569530456,COMPLETE
411,411,-344.0,2021-12-14 03:44:02.468078,2021-12-14 03:46:56.894731,0 days 00:02:54.426653,tanh,512,0.2,2.704352715439283e-08,0.95,0.995,0.16443478147370613,0.3,1,8,medium,0.3207705075802423,COMPLETE
412,412,-368.0,2021-12-14 03:46:56.912242,2021-12-14 03:51:00.987611,0 days 00:04:04.075369,tanh,64,0.3,3.250917983359007e-07,1.0,0.9999,0.04293113502317421,2.0,20,128,small,0.16950253906357526,COMPLETE
413,413,-326.0,2021-12-14 03:51:01.004102,2021-12-14 03:51:51.473853,0 days 00:00:50.469751,tanh,128,0.1,6.864799786736056e-08,0.92,0.95,0.2380345711322829,0.8,1,64,small,0.7207661192985273,COMPLETE
414,414,168.0,2021-12-14 03:51:51.489927,2021-12-14 04:06:01.110645,0 days 00:14:09.620718,tanh,32,0.2,5.545544803079941e-07,0.99,0.95,0.0008851099985569351,0.3,20,32,medium,0.2635677327552748,COMPLETE
415,415,-1096.0,2021-12-14 04:06:01.127993,2021-12-14 04:20:05.763044,0 days 00:14:04.635051,tanh,32,0.2,8.732094953099932e-05,0.99,0.95,0.001756711594725874,0.3,20,32,medium,0.27000538494725246,COMPLETE
416,416,-1184.0,2021-12-14 04:20:05.779563,2021-12-14 04:26:02.684191,0 days 00:05:56.904628,tanh,32,0.4,5.910952056013321e-07,0.99,0.95,0.0003631342479539641,0.3,20,32,small,0.22557268486833482,COMPLETE
417,417,-540.0,2021-12-14 04:26:02.699173,2021-12-14 04:40:05.538400,0 days 00:14:02.839227,tanh,32,0.2,5.442301337045912e-07,0.99,0.95,0.0028677508722755964,1.0,20,32,medium,0.23564092540361561,COMPLETE
418,418,-736.0,2021-12-14 04:40:05.554695,2021-12-14 04:46:01.622165,0 days 00:05:56.067470,tanh,32,0.1,4.5285831545424346e-07,0.99,0.95,0.0008806094119409321,0.3,20,32,small,0.21164019048799756,COMPLETE
419,419,-1108.0,2021-12-14 04:46:01.638410,2021-12-14 05:00:05.833357,0 days 00:14:04.194947,tanh,32,0.2,1.9247811228890766e-07,0.99,0.95,0.0006378071996374107,0.9,20,32,medium,0.2537976695870677,COMPLETE
420,420,-72.0,2021-12-14 05:00:05.849728,2021-12-14 05:06:01.032494,0 days 00:05:55.182766,tanh,32,0.3,3.4188013180027105e-07,0.99,0.95,0.06286165658935206,0.3,20,32,small,0.1940840242698301,COMPLETE
421,421,-1246.0,2021-12-14 05:06:01.049466,2021-12-14 05:11:54.752941,0 days 00:05:53.703475,relu,32,0.4,3.217381309445517e-05,0.99,0.99,0.0010194867761182862,0.6,20,32,small,0.2665689890271378,COMPLETE
422,422,-50.0,2021-12-14 05:11:54.769472,2021-12-14 05:50:21.138783,0 days 00:38:26.369311,tanh,8,0.2,1.5531961813568184e-06,0.98,0.95,0.000831117505683937,0.8,20,16,medium,0.24426621071811136,COMPLETE
423,423,-1132.0,2021-12-14 05:50:21.153779,2021-12-14 06:29:22.062222,0 days 00:39:00.908443,tanh,8,0.2,1.7020515704092523e-06,0.98,0.95,0.0011466031235295411,0.3,20,256,medium,0.23678339044182817,COMPLETE
424,424,-156.0,2021-12-14 06:29:22.078638,2021-12-14 06:34:29.340922,0 days 00:05:07.262284,tanh,8,0.2,1.2823379084283654e-06,0.98,0.95,0.00044919940280919096,0.5,5,16,small,0.2882982970618371,COMPLETE
425,425,-326.0,2021-12-14 06:34:29.358120,2021-12-14 07:13:04.002748,0 days 00:38:34.644628,tanh,8,0.2,1.0929532061660486e-06,0.98,0.95,0.0007578907544889075,0.3,20,32,medium,0.21351175444724346,COMPLETE
426,426,-400.0,2021-12-14 07:13:04.019848,2021-12-14 07:22:52.317207,0 days 00:09:48.297359,tanh,16,0.2,7.004187360929025e-07,0.98,0.95,0.0013015268083006264,0.8,20,16,small,0.2381765183720687,COMPLETE
427,427,-568.0,2021-12-14 07:22:52.335417,2021-12-14 07:32:41.912277,0 days 00:09:49.576860,tanh,32,0.2,4.781921635263489e-07,0.98,0.95,0.0005984786524304503,0.3,20,16,small,0.27167460841909774,COMPLETE
428,428,-1084.0,2021-12-14 07:32:41.928961,2021-12-14 07:43:03.660722,0 days 00:10:21.731761,tanh,8,0.2,1.0525836871516123e-05,0.98,0.95,0.000950645629651397,0.3,5,16,medium,0.24513706609532854,COMPLETE
429,429,-656.0,2021-12-14 07:43:03.677118,2021-12-14 08:01:21.579046,0 days 00:18:17.901928,tanh,8,0.2,8.245687517247627e-07,0.98,0.95,0.0007919320396652668,0.6,20,16,small,0.5919797089028447,COMPLETE
430,430,-388.0,2021-12-14 08:01:21.596265,2021-12-14 08:39:53.121468,0 days 00:38:31.525203,tanh,8,0.2,2.459584824560572e-07,0.95,0.95,0.0006335224951584859,0.3,20,32,medium,0.19528186426972044,COMPLETE
431,431,-786.0,2021-12-14 08:39:53.138039,2021-12-14 08:49:43.020752,0 days 00:09:49.882713,relu,256,0.1,1.572111391142396e-05,1.0,0.98,0.13348759939033739,0.3,20,16,small,0.22007327049548647,COMPLETE
432,432,-688.0,2021-12-14 08:49:43.037698,2021-12-14 09:00:15.357145,0 days 00:10:32.319447,tanh,8,0.2,6.205167310703477e-07,0.95,0.9999,0.0004926771292842153,0.3,5,16,medium,0.1733723941879306,COMPLETE
433,433,-684.0,2021-12-14 09:00:15.373620,2021-12-14 09:03:22.190577,0 days 00:03:06.816957,tanh,128,0.4,3.599866871677302e-07,0.98,0.95,0.0008650345544285067,0.8,20,256,small,0.25827553491198113,COMPLETE
434,434,-760.0,2021-12-14 09:03:22.207165,2021-12-14 09:42:59.197213,0 days 00:39:36.990048,tanh,8,0.2,1.5218263487015462e-07,1.0,0.999,0.0954117889639205,0.3,20,512,medium,0.5124154500411389,COMPLETE
435,435,-476.0,2021-12-14 09:42:59.213931,2021-12-14 09:43:59.700171,0 days 00:01:00.486240,tanh,128,0.1,8.584844069180562e-07,0.95,0.95,0.00153266278689006,0.3,1,32,small,0.8476794043226352,COMPLETE
436,436,-1512.0,2021-12-14 09:43:59.716790,2021-12-14 09:44:37.702062,0 days 00:00:37.985272,tanh,32,0.4,4.899750448667842e-07,1.0,0.95,0.0021014323223296815,0.6,5,2048,small,0.14005393370483876,PRUNED
437,437,-250000.0,2021-12-14 09:44:37.708529,2021-12-14 09:49:02.250311,0 days 00:04:24.541782,tanh,256,0.2,2.9132806538338846e-06,0.92,0.9999,0.07775685077978367,0.3,20,32,medium,0.20161756462240413,PRUNED
438,438,-1138.0,2021-12-14 09:49:02.256882,2021-12-14 09:49:50.182286,0 days 00:00:47.925404,tanh,128,0.2,2.480672211410134e-07,0.92,0.95,0.0013518129744617552,5.0,1,1024,small,0.29990424715294756,COMPLETE
439,439,-250000.0,2021-12-14 09:49:50.199537,2021-12-14 09:54:08.272388,0 days 00:04:18.072851,tanh,32,0.4,1.281805545439842e-06,0.9,0.95,0.15148640795259435,0.5,20,256,medium,0.8634818489489007,PRUNED
440,440,-248960.0,2021-12-14 09:54:08.278974,2021-12-14 09:55:29.809752,0 days 00:01:21.530778,tanh,128,0.1,3.861544455000586e-07,0.95,0.999,0.00031783321635855,0.3,20,64,small,0.22476227968471663,PRUNED
441,441,-160.0,2021-12-14 09:55:29.816256,2021-12-14 09:57:06.957134,0 days 00:01:37.140878,tanh,32,0.2,1.1256165142872251e-07,1.0,0.9999,0.1135168105726281,0.7,1,32,medium,0.8919966655075879,COMPLETE
442,442,-1252.0,2021-12-14 09:57:06.974965,2021-12-14 10:02:14.713746,0 days 00:05:07.738781,tanh,8,0.2,6.704577104697567e-07,0.92,0.95,0.0763069303099462,0.8,5,16,small,0.569412130848961,COMPLETE
443,443,-250000.0,2021-12-14 10:02:14.732999,2021-12-14 10:06:43.616626,0 days 00:04:28.883627,relu,256,0.4,8.943949156859425e-07,0.92,0.98,0.00019496981789565558,0.3,20,32,medium,0.15682759425569692,PRUNED
444,444,-1532.0,2021-12-14 10:06:43.624093,2021-12-14 10:07:47.127568,0 days 00:01:03.503475,tanh,128,0.1,1.3663690294706259e-08,0.95,0.95,0.06367290897543926,0.3,1,256,small,0.18446887379349008,COMPLETE
445,445,-249376.0,2021-12-14 10:07:47.145591,2021-12-14 10:12:16.046074,0 days 00:04:28.900483,tanh,32,0.2,3.394994961254838e-07,1.0,0.95,0.0002670647321890548,0.3,20,32,medium,0.247708475742642,PRUNED
446,446,120.0,2021-12-14 10:12:16.052551,2021-12-14 10:13:24.798019,0 days 00:01:08.745468,tanh,16,0.2,1.5899986968377265e-07,0.8,0.9,0.185292439636645,2.0,1,32,small,0.5305242153571342,COMPLETE
447,447,-250000.0,2021-12-14 10:13:24.814747,2021-12-14 10:13:55.584496,0 days 00:00:30.769749,tanh,16,0.2,8.247171655721799e-08,0.8,0.9,0.16495678818050066,2.0,1,32,small,0.5255862404943824,PRUNED
